"predecessor","predecessorcid","transformation","successor","successorcid","evidencedoi","evidenceref","sourcecomment","sourcecommentfull","datasetref","enzyme","datasetdoi","biosystem"
"Phenanthrene",995,"Oxidative metabolism","3-Hydroxy-2-naphthoic acid","7104","PMID:14342521","PMID:14342521","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","NULL","10.5281/zenodo.3827487","Pseudomonas aeruginosa"
"phencyclidine",6468,"Aliphatic Hydroxylation / Human Phase I","c-PPC/t-PPC","162171","10.1186/s13321-018-0324-5","PMID:9152594","MetXBioDB | SourceID: BIOTID00798","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP3A4","10.5281/zenodo.4056560","Human"
"phencyclidine",6468,"Aliphatic Hydroxylation / Human Phase I","PCHP","98840","10.1186/s13321-018-0324-5","PMID:9152594","MetXBioDB | SourceID: BIOTID00797","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP3A4","10.5281/zenodo.4056560","Human"
"Phenelzine",3675,"Metabolism","Phenethylamine","1001","PMID:7901780","PMID:7901780","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","NULL","10.5281/zenodo.3827487","Human"
"PHENELZINE",3675,"Acetylation at the N2 position","N2-ACETYLPHENELZINE","129645","10.1023/a:1006901900106","10319194","ChEMBL IDs (pred,succ,enzyme): CHEMBL1089|CHEMBL3544555|NULL","metid:1467; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"PHENELZINE",3675,"degradation of hydrazine to an amine","PHENETHYLAMINE","1001","10.1023/a:1006901900106|10.1016/s0161-813x(03)00097-4","10319194|14697896","ChEMBL IDs (pred,succ,enzyme): CHEMBL1089|CHEMBL610|NULL","metid:910; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"PHENELZINE",3675,"Oxidative deamination","PHENYLACETIC ACID","999","10.1023/a:1006901900106|10.1016/s0161-813x(03)00097-4","10319194|14697896","ChEMBL IDs (pred,succ,enzyme): CHEMBL1089|CHEMBL1044|NULL","metid:909; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"PHENELZINE",3675,"Oxidative ring hydroxylation, in the position para to the hydrazine side chain.","P-HYDROXYPHENELZINE","129667","10.1023/a:1006901900106|10.1016/s0161-813x(03)00097-4","10319194|14697896","ChEMBL IDs (pred,succ,enzyme): CHEMBL1089|CHEMBL3544556|NULL","metid:1088; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"PHENETHYL ISOCYANATE",160602,"NULL","(S)-2-amino-5-((R)-1-(carboxymethylamino)-1-oxo-3-(phenethylcarbamoylthio)propan-2-ylamino)-5-oxopentanoic acid","118753165","10.1124/dmd.112.050609","23371965","ChEMBL IDs (pred,succ,enzyme): CHEMBL2074871|CHEMBL3526822|CHEMBL5281","metid:304; protacxns:P05181; geneids:1571","ChEMBL","Cytochrome P450 2E1",NA,NA
"PHENETHYL ISOCYANATE",160602,"NULL","PHENETHYLAMINE","1001","10.1124/dmd.112.050609","23371965","ChEMBL IDs (pred,succ,enzyme): CHEMBL2074871|CHEMBL610|CHEMBL5281","metid:305; protacxns:P05181; geneids:1571","ChEMBL","Cytochrome P450 2E1",NA,NA
"phenethyl isothiocyanate",16741,"GSH-conjugation / Human Phase II","(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-(2-phenylethylcarbamothioylsulfanyl)propan-2-yl]amino]-5-oxopentanoic acid","101164969","10.1186/s13321-018-0324-5","http://www.brenda-enzymes.org/enzyme.php?ecno=2.5.1.18&Suchword=&reference=&UniProtAcc=&organism%5B%5D=Homo+sapiens&show_tm=0","MetXBioDB | SourceID: BIOTID01798","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","GST","10.5281/zenodo.4056560","Human"
"Phenethylamine",1001,"Metabolism","2-Phenylethanol","6054","PMID:15569272","PMID:15569272","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","aldehyde dehydrogenase, aldehyde oxidase, xanthine oxidase","10.5281/zenodo.3827487","Human"
"Phenethylamine",1001,"Metabolism","Phenylacetaldehyde","998","PMID:15230339","PMID:15230339","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","monoamine oxidase","10.5281/zenodo.3827487","Liver"
"Phenethylamine",1001,"Metabolism","Phenylacetaldehyde","998","PMID:15569272","PMID:15569272","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","monoamine oxidase B","10.5281/zenodo.3827487","Human"
"Phenethylamine",1001,"Metabolism","Phenylacetic Acid","999","PMID:15230339","PMID:15230339","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","NULL","10.5281/zenodo.3827487","Human"
"Phenethylamine",1001,"Metabolism","Phenylacetic Acid","999","PMID:15569272","PMID:15569272","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","aldehyde dehydrogenase, aldehyde oxidase, xanthine oxidase","10.5281/zenodo.3827487","Human"
"PHENETHYLAMINE",1001,"Oxidative deamination","PHENYLACETIC ACID","999","10.1023/a:1006901900106|10.1016/s0161-813x(03)00097-4","10319194|14697896","ChEMBL IDs (pred,succ,enzyme): CHEMBL610|CHEMBL1044|CHEMBL2039","metid:911; protacxns:P27338; geneids:4129","ChEMBL","Monoamine oxidase B",NA,NA
"PHENETHYLAMINE",1001,"Ring hydroxylation, in the position para to the amine side chain.","TYRAMINE","5610","10.1023/a:1006901900106","10319194","ChEMBL IDs (pred,succ,enzyme): CHEMBL610|CHEMBL11608|NULL","metid:1090; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"PHENETHYLISOTHIOCYANATE",16741,"NULL","(S)-2-amino-5-((R)-1-(carboxymethylamino)-1-oxo-3-(phenethylcarbamothioylthio)propan-2-ylamino)-5-oxopentanoic acid","101164969","10.1124/dmd.112.050609","23371965","ChEMBL IDs (pred,succ,enzyme): CHEMBL151649|CHEMBL3527413|CHEMBL5281","metid:302; protacxns:P05181; geneids:1571","ChEMBL","Cytochrome P450 2E1",NA,NA
"PHENETHYLISOTHIOCYANATE",16741,"NULL","PHENETHYL ISOCYANATE","160602","10.1124/dmd.112.050609","23371965","ChEMBL IDs (pred,succ,enzyme): CHEMBL151649|CHEMBL2074871|CHEMBL5281","metid:303; protacxns:P05181; geneids:1571","ChEMBL","Cytochrome P450 2E1",NA,NA
"phenformin",8249,"Aromatic Hydroxylation / Human Phase I","p-Hydroxyphenylethylbiguanide","10013772","10.1186/s13321-018-0324-5","PMID:12502361","MetXBioDB | SourceID: BIOTID00799","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2D6","10.5281/zenodo.4056560","Human"
"Pheniramine",4761,"Demethylation","N-Desmethylpheniramine","161283","10.1007/s13361-017-1797-6","Schollee et al, Similarity of High-Resolution Tandem Mass Spectrometry Spectra of Structurally Related Micropollutants and Transformation Products, J. Am. Soc. Mass Spectrom. 2017, 28, 12, 2692-2704.","Eawag","Eawag: Swiss Federal Institute for Aquatic Science and Technology (https://www.eawag.ch/en/)","S66 | EAWAGTPS | Parent-Transformation Product Pairs from Eawag | Parent-Transformation Product Pairs from Schollee et al 2017, Eawag.","NULL","10.5281/zenodo.3754449","NULL"
"Pheniramine",4761,"N-oxidation","Pheniramine-N-oxide","222605","10.1007/s13361-017-1797-6","Schollee et al, Similarity of High-Resolution Tandem Mass Spectrometry Spectra of Structurally Related Micropollutants and Transformation Products, J. Am. Soc. Mass Spectrom. 2017, 28, 12, 2692-2704.","Eawag","Eawag: Swiss Federal Institute for Aquatic Science and Technology (https://www.eawag.ch/en/)","S66 | EAWAGTPS | Parent-Transformation Product Pairs from Eawag | Parent-Transformation Product Pairs from Schollee et al 2017, Eawag.","NULL","10.5281/zenodo.3754449","NULL"
"Pheniramine-N-oxide",222605,"Nitro reduction","Pheniramine","4761","10.1007/s13361-017-1797-6","Schollee et al, Similarity of High-Resolution Tandem Mass Spectrometry Spectra of Structurally Related Micropollutants and Transformation Products, J. Am. Soc. Mass Spectrom. 2017, 28, 12, 2692-2704.","Eawag","Eawag: Swiss Federal Institute for Aquatic Science and Technology (https://www.eawag.ch/en/)","S66 | EAWAGTPS | Parent-Transformation Product Pairs from Eawag | Parent-Transformation Product Pairs from Schollee et al 2017, Eawag.","NULL","10.5281/zenodo.3754449","NULL"
"phenmedipham",24744,"Environmental","3-aminophenol","11568","10.1021/acs.est.1c00466","Menger, F. et al (2021); Identification of pesticide transformation products in surface water using suspect screening combined with national monitoring data, Environmental Science and Technology. DOI: 10.1021/acs.est.1c00466","10.5281/zenodo.4687924","S78 | SLUPESTTPS | Pesticides and TPs from SLU, Sweden","S78 | SLUPESTTPS | Pesticides and TPs from SLU, Sweden","NULL","10.5281/zenodo.4687924","soil"
"phenmedipham",24744,"Environmental","3-aminotoluene","7934","10.1021/acs.est.1c00466","Menger, F. et al (2021); Identification of pesticide transformation products in surface water using suspect screening combined with national monitoring data, Environmental Science and Technology. DOI: 10.1021/acs.est.1c00466","10.5281/zenodo.4687924","S78 | SLUPESTTPS | Pesticides and TPs from SLU, Sweden","S78 | SLUPESTTPS | Pesticides and TPs from SLU, Sweden","NULL","10.5281/zenodo.4687924","soil"
"phenmedipham",24744,"Environmental","methyl-3-hydroxylphenylcarbamate","26181","10.1021/acs.est.1c00466","Menger, F. et al (2021); Identification of pesticide transformation products in surface water using suspect screening combined with national monitoring data, Environmental Science and Technology. DOI: 10.1021/acs.est.1c00466","10.5281/zenodo.4687924","S78 | SLUPESTTPS | Pesticides and TPs from SLU, Sweden","S78 | SLUPESTTPS | Pesticides and TPs from SLU, Sweden","NULL","10.5281/zenodo.4687924","soil"
"Phenmedipham",24744,"Environmental Transformation","3-[(methoxycarbonyl)amino]phenyl(3-hydroxyphenyl)carbamate (M1)","139596044","10.1016/j.watres.2019.114972","New relevant pesticide transformation products in groundwater detected using target and suspect screening for agricultural and urban micropollutants with LC-HRMS, Water Research, Volume 165, 2019, 114972.","Eawag-Soil","www.envipath.org/package; Latino, D.A., Wicker, J., Gutlein, M., Schmid, E., Kramer, S. and Fenner, K., 2017. Eawag-Soil in enviPath: a new resource for exploring regulatory pesticide soil biodegradation pathways and half-life data. Environmental Science Processes and Impacts 19, 449-464.","S60 | SWISSPEST19 | Swiss Pesticides and Metabolites from Kiefer et al 2019 | Swiss Pesticides and Metabolites from Kiefer et al 2019.","NULL","10.5281/zenodo.3544760","NULL"
"Phenmedipham",24744,"Environmental Transformation","APMP","139597871","10.1016/j.watres.2019.114972","New relevant pesticide transformation products in groundwater detected using target and suspect screening for agricultural and urban micropollutants with LC-HRMS, Water Research, Volume 165, 2019, 114972.","Eawag-Soil","www.envipath.org/package; Latino, D.A., Wicker, J., Gutlein, M., Schmid, E., Kramer, S. and Fenner, K., 2017. Eawag-Soil in enviPath: a new resource for exploring regulatory pesticide soil biodegradation pathways and half-life data. Environmental Science Processes and Impacts 19, 449-464.","S60 | SWISSPEST19 | Swiss Pesticides and Metabolites from Kiefer et al 2019 | Swiss Pesticides and Metabolites from Kiefer et al 2019.","NULL","10.5281/zenodo.3544760","NULL"
"Phenmedipham",24744,"Environmental Transformation","m-aminophenol (M6)","11568","10.1016/j.watres.2019.114972","New relevant pesticide transformation products in groundwater detected using target and suspect screening for agricultural and urban micropollutants with LC-HRMS, Water Research, Volume 165, 2019, 114972.","Eawag-Soil","www.envipath.org/package; Latino, D.A., Wicker, J., Gutlein, M., Schmid, E., Kramer, S. and Fenner, K., 2017. Eawag-Soil in enviPath: a new resource for exploring regulatory pesticide soil biodegradation pathways and half-life data. Environmental Science Processes and Impacts 19, 449-464.","S60 | SWISSPEST19 | Swiss Pesticides and Metabolites from Kiefer et al 2019 | Swiss Pesticides and Metabolites from Kiefer et al 2019.","NULL","10.5281/zenodo.3544760","NULL"
"Phenmedipham",24744,"Environmental Transformation","m-toluidine","7934","10.1016/j.watres.2019.114972","New relevant pesticide transformation products in groundwater detected using target and suspect screening for agricultural and urban micropollutants with LC-HRMS, Water Research, Volume 165, 2019, 114972.","Eawag-Soil","www.envipath.org/package; Latino, D.A., Wicker, J., Gutlein, M., Schmid, E., Kramer, S. and Fenner, K., 2017. Eawag-Soil in enviPath: a new resource for exploring regulatory pesticide soil biodegradation pathways and half-life data. Environmental Science Processes and Impacts 19, 449-464.","S60 | SWISSPEST19 | Swiss Pesticides and Metabolites from Kiefer et al 2019 | Swiss Pesticides and Metabolites from Kiefer et al 2019.","NULL","10.5281/zenodo.3544760","NULL"
"Phenmedipham",24744,"Environmental Transformation","MHPC","26181","10.1016/j.watres.2019.114972","New relevant pesticide transformation products in groundwater detected using target and suspect screening for agricultural and urban micropollutants with LC-HRMS, Water Research, Volume 165, 2019, 114972.","Eawag-Soil","www.envipath.org/package; Latino, D.A., Wicker, J., Gutlein, M., Schmid, E., Kramer, S. and Fenner, K., 2017. Eawag-Soil in enviPath: a new resource for exploring regulatory pesticide soil biodegradation pathways and half-life data. Environmental Science Processes and Impacts 19, 449-464.","S60 | SWISSPEST19 | Swiss Pesticides and Metabolites from Kiefer et al 2019 | Swiss Pesticides and Metabolites from Kiefer et al 2019.","NULL","10.5281/zenodo.3544760","NULL"
"Phenobarbital",4763,"P-Hydroxylation of monosubstituted benzene / Human Phase I","p-Hydroxyphenobarbital","9785","10.1186/s13321-018-0324-5","Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|Lee, A.M. et al. (2006); Phenobarbital induces monkey brain CYP2E1 protein but not hepatic CYP2E1, in vitro or in vivo chlorzoxazone metabolism; Eur J Pharmacol. 2006 Dec 15; 552(1-3):151-8; PMID:17049344; DOI:10.1016/j.ejphar.2006.09.006","MetXBioDB | SourceID: BIOTID01282","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2C9; CYP2C19; CYP2E1","10.5281/zenodo.4056560","Human"
"PHENOBARBITAL",4763,"NULL","ALPHA-PHENYL-GAMMA-BUTYROLACTONE","23269","NULL","NULL","ChEMBL IDs (pred,succ,enzyme): CHEMBL40|CHEMBL1398|NULL","metid:1876; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"PHENOBARBITAL",4763,"NULL","CHEMBL1976326","358198","NULL","NULL","ChEMBL IDs (pred,succ,enzyme): CHEMBL40|CHEMBL1976326|NULL","metid:1874; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"PHENOBARBITAL",4763,"NULL","CHEMBL3706519","122197277","NULL","NULL","ChEMBL IDs (pred,succ,enzyme): CHEMBL40|CHEMBL3706519|NULL","metid:1872; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"PHENOBARBITAL",4763,"NULL","phenobarbital-N-glucoside","115321","NULL","40773","ChEMBL IDs (pred,succ,enzyme): CHEMBL40|CHEMBL3706521|NULL","metid:1875; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"PHENOBARBITAL",4763,"Oxidation","p-hydroxyphenobarbital","9785","NULL","NULL","ChEMBL IDs (pred,succ,enzyme): CHEMBL40|CHEMBL1908024|NULL","metid:1870; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"phenol",996,"P-Hydroxylation of phenol / Human Phase I","Catechol","289","10.1186/s13321-018-0324-5","PMID:7923572","MetXBioDB | SourceID: BIOTID00801","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2E1","10.5281/zenodo.4056560","Human"
"phenol",996,"P-Hydroxylation of phenol / Human Phase I","Hydroquinone","785","10.1186/s13321-018-0324-5","Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985","MetXBioDB | SourceID: BIOTID00800","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2E1","10.5281/zenodo.4056560","Human"
"Phenol, 4-[(4-aminophenyl)azo]-",7640,"Metabolism","4'-Aminoazobenzen-4-yl-beta-D-glucuronide","167530379","10.5281/zenodo.3827487","Goodwin, B.L. Handbook of Intermediary Metabolism of Aromatic Compounds. New York: Wiley, 1976., p. A-41","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","NULL","10.5281/zenodo.3827487","NULL"
"Phenol, 4-[(4-aminophenyl)azo]-",7640,"Metabolism","4'-Aminoazobenzen-4-yl-sulfate","153410","10.5281/zenodo.3827487","Goodwin, B.L. Handbook of Intermediary Metabolism of Aromatic Compounds. New York: Wiley, 1976., p. A-41","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","NULL","10.5281/zenodo.3827487","NULL"
"Phenolphthalein",4764,"Metabolism","Phenolphthalein glucuronide","3032634","NULL","IARC. Monographs on the Evaluation of the Carcinogenic Risk of Chemicals to Humans. Geneva: World Health Organization, International Agency for Research on Cancer, 1972-PRESENT. (Multivolume work). Available at: https://monographs.iarc.fr/ENG/Classification/index.php, p. V76 399-400 (2000)","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","uridine diphosphate glucuronosyltransferase (UDPGT)","10.5281/zenodo.3827487","Rodents, Dog, guinea pigs"
"phentolamine",5775,"O-sulfonation / Human Phase II","[3-[N-(4,5-dihydro-1H-imidazol-2-ylmethyl)-4-methylanilino]phenyl] hydrogen sulfate","154699818","10.1186/s13321-018-0324-5","PMID:645680","MetXBioDB | SourceID: BIOTID01841","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","SULT1A3; SULT1A5","10.5281/zenodo.4056560","Human"
"PHENYLACETIC ACID",999,"Ring hydroxylation, in the position para to the carboxyl side chain.","P-HYDROXYPHENYLACETIC ACID","127","10.1023/a:1006901900106|10.1016/s0161-813x(03)00097-4","10319194|14697896","ChEMBL IDs (pred,succ,enzyme): CHEMBL1044|CHEMBL1772|NULL","metid:1087; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"Phenylalanine",6140,"Metabolism","Phenethylamine","1001","PMID:15589121","PMID:15589121","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","monoamine oxydase type B","10.5281/zenodo.3827487","Human"
"Phenylalanine",6140,"Metabolism","Phenethylamine","1001","PMID:620466","PMID:620466","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","NULL","10.5281/zenodo.3827487","Human"
"PHENYLBUTAZONE",4781,"C-glucuronide conjugation at the C4 position, forming an ether.","PHENYLBUTAZONE-C4-GLUCURONIDE METABOLITE","118753595","10.1016/j.abb.2006.07.010","16949544","ChEMBL IDs (pred,succ,enzyme): CHEMBL101|CHEMBL3544786|CHEMBL1743319","metid:767; protacxns:O60656; geneids:54600","ChEMBL","UDP-glucuronosyltransferase 1-9",NA,NA
"PHENYLBUTAZONE",4781,"Hydroxylation of the alkyl side chain","3'-HYDROXYPHENYLBUTAZONE","120741","NULL","NULL","ChEMBL IDs (pred,succ,enzyme): CHEMBL101|CHEMBL3544829|NULL","metid:770; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"PHENYLBUTAZONE",4781,"Hydroxylation of the phenolic rings.","OXYPHENBUTAZONE","4641","NULL","NULL","ChEMBL IDs (pred,succ,enzyme): CHEMBL101|CHEMBL1228|NULL","metid:768; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"Phenylephrine",6041,"O-glucuronidation / Human Phase II","(2S,3S,4S,5R)-3,4,5-trihydroxy-6-[3-[(1R)-1-hydroxy-2-(methylamino)ethyl]phenoxy]oxane-2-carboxylic acid","154699559","10.1186/s13321-018-0324-5","Wu et al. 2011; First-pass metabolism via UDP-glucuronosyltransferase- a barrier to oral bioavailability of phenolics","MetXBioDB | SourceID: BIOTID02143","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","UGT","10.5281/zenodo.4056560","Human"
"phenytoin",1775,"Dihydrogenation of double bond / Human Phase I","5-(3,4-dihydroxycyclohexa-1,5-dien-1-yl)-5-phenylimidazolidine-2,4-dione","152954","10.1186/s13321-018-0324-5","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3679","MetXBioDB | SourceID: BIOTID00804","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2C9; CYP2C19","10.5281/zenodo.4056560","Human"
"phenytoin",1775,"M-Hydroxylation of monosubstituted benzene / Human Phase I","3'-HPPH","91597","10.1186/s13321-018-0324-5","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3679","MetXBioDB | SourceID: BIOTID00802","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2C9; CYP2C19","10.5281/zenodo.4056560","Human"
"phenytoin",1775,"O-glucuronidation / Human Phase II","(2S,3S,4S,5R)-6-(2,5-dioxo-4,4-diphenylimidazolidin-1-yl)-3,4,5-trihydroxyoxane-2-carboxylic acid","154699788","10.1186/s13321-018-0324-5","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675.","MetXBioDB | SourceID: BIOTID02116","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","UGT","10.5281/zenodo.4056560","Human"
"phenytoin",1775,"P-Hydroxylation of monosubstituted benzene / Human Phase I","4-Hydroxyphenytoin","17732","10.1186/s13321-018-0324-5","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3679","MetXBioDB | SourceID: BIOTID00803","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2C9; CYP2C19","10.5281/zenodo.4056560","Human"
"PHENYTOIN",1775,"aromatic dihydroxylation","5-5-BIS(4-HYDROXYPHENYL)HYDANTOIN","148875","NULL","NULL","ChEMBL IDs (pred,succ,enzyme): CHEMBL16|CHEMBL3544888|NULL","metid:1308; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"PHENYTOIN",1775,"aromatic dihydroxylation","5-5-BIS(4-HYDROXYPHENYL)HYDANTOIN","148875","NULL","NULL","ChEMBL IDs (pred,succ,enzyme): CHEMBL16|CHEMBL3544888|NULL","metid:857; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"PHENYTOIN",1775,"aromatic hydroxylation","5-(M-HYDROXYPHENYL)-5-PHENYLDANTOIN","91597","NULL","NULL","ChEMBL IDs (pred,succ,enzyme): CHEMBL16|CHEMBL1908020|NULL","metid:660; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"PHENYTOIN",1775,"aromatic hydroxylation","5-(M-HYDROXYPHENYL)-5-PHENYLDANTOIN","91597","NULL","NULL","ChEMBL IDs (pred,succ,enzyme): CHEMBL16|CHEMBL1908020|NULL","metid:860; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"PHENYTOIN",1775,"aromatic hydroxylation","5-(P-HYDROXYPHENYL)-5-PHENYLDANTOIN","17732","NULL","NULL","ChEMBL IDs (pred,succ,enzyme): CHEMBL16|CHEMBL1908021|NULL","metid:1307; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"PHENYTOIN",1775,"aromatic hydroxylation","5-(P-HYDROXYPHENYL)-5-PHENYLDANTOIN","17732","NULL","NULL","ChEMBL IDs (pred,succ,enzyme): CHEMBL16|CHEMBL1908021|NULL","metid:1368; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"PHENYTOIN",1775,"Glucuronidation (Phase 2 metabolism)","PHENYTOIN-N-GLUCURONIDE","118753533","NULL","NULL","ChEMBL IDs (pred,succ,enzyme): CHEMBL16|CHEMBL3544522|NULL","metid:1372; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"PHENYTOIN",1775,"Glucuronidation (Phase 2 metabolism)","PHENYTOIN-N-GLUCURONIDE","118753533","NULL","NULL","ChEMBL IDs (pred,succ,enzyme): CHEMBL16|CHEMBL3544522|NULL","metid:664; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
